id,name,sku,price,original_price,stock,image,category,sizes,description,material,origin
u29,Linen Digital Print Unstitched 3-Piece with Dupatta — Charcoal Grey,ZX-UNS-0029,3550,6100,7,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover linen fabric, digital print, cut as a complete 3-piece with dupatta suit in charcoal grey. Genuine surplus yardage held back after the export order was finalised.",Linen · Digital Print,Pakistan — Export Leftover
u54,Cambric Block Print Unstitched 3-Piece — Emerald Green,ZX-UNS-0054,6300,10700,36,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover cambric fabric, block print, cut as a complete 3-piece suit in emerald green. Genuine surplus yardage held back after the export order was finalised.",Cambric · Block Print,Pakistan — Export Leftover
l12,Embroidered Organza Lace — 2 inch — Wine,ZX-LACE-0072,750,1350,63,https://images.unsplash.com/photo-1607083681678-f8492ab959a6?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus embroidered organza lace, 2 inch width, in wine. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Embroidered Organza Lace,Pakistan — Export Leftover
u16,Linen Embroidered & Printed Unstitched 3-Piece — Beige,ZX-UNS-0016,1850,3450,10,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover linen fabric, embroidered & printed, cut as a complete 3-piece suit in beige. Genuine surplus yardage held back after the export order was finalised.",Linen · Embroidered & Printed,Pakistan — Export Leftover
u32,Lawn Floral Print Unstitched 3-Piece — Teal,ZX-UNS-0032,3600,6100,38,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover lawn fabric, floral print, cut as a complete 3-piece suit in teal. Genuine surplus yardage held back after the export order was finalised.",Lawn · Floral Print,Pakistan — Export Leftover
u11,Chiffon Dyed Unstitched 1-Piece — Peach,ZX-UNS-0011,2000,3900,28,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover chiffon fabric, dyed, cut as a complete 1-piece suit in peach. Genuine surplus yardage held back after the export order was finalised.",Chiffon · Dyed,Pakistan — Export Leftover
u39,Linen Embroidered Unstitched 1-Piece — Beige,ZX-UNS-0039,3150,5500,11,https://images.unsplash.com/photo-1544441893-675973e31985?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover linen fabric, embroidered, cut as a complete 1-piece suit in beige. Genuine surplus yardage held back after the export order was finalised.",Linen · Embroidered,Pakistan — Export Leftover
l13,Cutwork Lace — 6 inch — Beige,ZX-LACE-0073,500,790,44,https://images.unsplash.com/photo-1618375569909-3c8616cf7733?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus cutwork lace, 6 inch width, in beige. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Cutwork Lace,Pakistan — Export Leftover
l23,Cutwork Lace — 1.5 inch — Navy Blue,ZX-LACE-0083,500,680,48,https://images.unsplash.com/photo-1607083681678-f8492ab959a6?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus cutwork lace, 1.5 inch width, in navy blue. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Cutwork Lace,Pakistan — Export Leftover
u20,Silk Block Print Unstitched 1-Piece — Peach,ZX-UNS-0020,5400,11100,8,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover silk fabric, block print, cut as a complete 1-piece suit in peach. Genuine surplus yardage held back after the export order was finalised.",Silk · Block Print,Pakistan — Export Leftover
l34,Velvet Border Lace — 4 inch — Rust,ZX-LACE-0094,800,1510,80,https://images.unsplash.com/photo-1620799139507-2a76f79a2f4d?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus velvet border lace, 4 inch width, in rust. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Velvet Border Lace,Pakistan — Export Leftover
l21,Crochet Lace — 3 inch — Turquoise,ZX-LACE-0081,700,980,24,https://images.unsplash.com/photo-1615397349754-cfa2066a298e?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus crochet lace, 3 inch width, in turquoise. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Crochet Lace,Pakistan — Export Leftover
l14,Net Lace — 1 inch — Lavender,ZX-LACE-0074,650,1100,61,https://images.unsplash.com/photo-1615397349754-cfa2066a298e?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus net lace, 1 inch width, in lavender. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Net Lace,Pakistan — Export Leftover
u10,Georgette Digital Print Unstitched 2-Piece — Charcoal Grey,ZX-UNS-0010,4750,7900,43,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover georgette fabric, digital print, cut as a complete 2-piece suit in charcoal grey. Genuine surplus yardage held back after the export order was finalised.",Georgette · Digital Print,Pakistan — Export Leftover
l3,Net Lace — 3 inch — Peach,ZX-LACE-0063,350,590,10,https://images.unsplash.com/photo-1601924994987-69e26d50dc26?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus net lace, 3 inch width, in peach. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Net Lace,Pakistan — Export Leftover
u52,Organza Dyed Unstitched 1-Piece — Mustard Yellow,ZX-UNS-0052,3450,5250,19,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover organza fabric, dyed, cut as a complete 1-piece suit in mustard yellow. Genuine surplus yardage held back after the export order was finalised.",Organza · Dyed,Pakistan — Export Leftover
u9,Viscose Dyed Unstitched 2-Piece — Turquoise,ZX-UNS-0009,6250,12800,44,https://images.unsplash.com/photo-1618932260643-eee4a2f652a6?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover viscose fabric, dyed, cut as a complete 2-piece suit in turquoise. Genuine surplus yardage held back after the export order was finalised.",Viscose · Dyed,Pakistan — Export Leftover
u15,Karandi Digital Print Unstitched 2-Piece — Coral,ZX-UNS-0015,5600,8050,27,https://images.unsplash.com/photo-1610030469983-98e550d6193c?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover karandi fabric, digital print, cut as a complete 2-piece suit in coral. Genuine surplus yardage held back after the export order was finalised.",Karandi · Digital Print,Pakistan — Export Leftover
l38,Gota Lace — 1 inch — Ivory,ZX-LACE-0098,600,860,32,https://images.unsplash.com/photo-1620799139507-2a76f79a2f4d?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus gota lace, 1 inch width, in ivory. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Gota Lace,Pakistan — Export Leftover
u33,Khaddar Block Print Unstitched 3-Piece — Ivory,ZX-UNS-0033,2150,3850,37,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover khaddar fabric, block print, cut as a complete 3-piece suit in ivory. Genuine surplus yardage held back after the export order was finalised.",Khaddar · Block Print,Pakistan — Export Leftover
u7,Viscose Block Print Unstitched 1-Piece — Emerald Green,ZX-UNS-0007,6000,9350,21,https://images.unsplash.com/photo-1618932260643-eee4a2f652a6?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover viscose fabric, block print, cut as a complete 1-piece suit in emerald green. Genuine surplus yardage held back after the export order was finalised.",Viscose · Block Print,Pakistan — Export Leftover
u24,Viscose Printed Unstitched 2-Piece — Plum,ZX-UNS-0024,3200,4450,43,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover viscose fabric, printed, cut as a complete 2-piece suit in plum. Genuine surplus yardage held back after the export order was finalised.",Viscose · Printed,Pakistan — Export Leftover
u44,Cambric Self-Print Unstitched 1-Piece — Maroon,ZX-UNS-0044,3900,7550,43,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover cambric fabric, self-print, cut as a complete 1-piece suit in maroon. Genuine surplus yardage held back after the export order was finalised.",Cambric · Self-Print,Pakistan — Export Leftover
u57,Khaddar Block Print Unstitched 3-Piece with Dupatta — Lavender,ZX-UNS-0057,6100,11700,14,https://images.unsplash.com/photo-1610030469983-98e550d6193c?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover khaddar fabric, block print, cut as a complete 3-piece with dupatta suit in lavender. Genuine surplus yardage held back after the export order was finalised.",Khaddar · Block Print,Pakistan — Export Leftover
l2,Embroidered Organza Lace — 1.5 inch — Mauve,ZX-LACE-0062,250,390,34,https://images.unsplash.com/photo-1618375569909-3c8616cf7733?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus embroidered organza lace, 1.5 inch width, in mauve. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Embroidered Organza Lace,Pakistan — Export Leftover
l1,Crochet Lace — 6 inch — Wine,ZX-LACE-0061,500,890,28,https://images.unsplash.com/photo-1601924994987-69e26d50dc26?w=600&h=750&fit=crop&q=80,lace,"1 Meter,5 Meter,10 Meter","Genuine export-surplus crochet lace, 6 inch width, in wine. Sold by the metre — ideal for finishing necklines, hems, and dupattas.",Crochet Lace,Pakistan — Export Leftover
u37,Organza Dyed Unstitched 3-Piece — Ivory,ZX-UNS-0037,6050,11500,18,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=600&h=750&fit=crop&q=80,unstitched,Unstitched,"Export-leftover organza fabric, dyed, cut as a complete 3-piece suit in ivory. Genuine surplus yardage held back after the export order was finalised.",Organza · Dyed,Pakistan — Export Leftover
